Label,Content
ham,I do know what u mean is the king of not havin credit I m goin2bed now night night sweet Only1more sleep
ham,horrible gal me in sch doing some stuff how come u got mc
ham,HI HUN IM NOT COMIN 2NITE TELL EVERY1 IM SORRY 4 ME HOPE U AVA GOODTIMEOLI RANG MELNITE IFINK IT MITE B SORTED BUT IL EXPLAIN EVERYTHIN ON MONL8RSx
ham,I call you later don t have network if urgnt sms me
ham,ummmmmaah many many happy returns of d day my dear sweet heart PUNCT HAPPY BIRTHDAY dear
spam,please CALL 08712402779 immediately as there is an urgent message waiting for you
ham,yeah like if it goes like it did with my friends imma flip my shit in like half an hour
ham,mum say we wan to go then go PUNCT then she can shun bian watch da glass exhibition PUNCT 
ham,what your plan for pongal
ham,just wait till end of march when el nino gets himself oh
ham,not yet chikku PUNCT going to room nw i m in bus PUNCT 
ham,am also doing in cbe only but have to pay
ham,honey boo I m missing u
ham,we have sent JD for customer service cum accounts executive to ur mail id for details contact us
ham,yo I m at my parents gettin cash good news we picked up a downstem
ham,thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good we ve given you ultimatum oh we are countin down to aburo enjoy
spam,hungry gay guys feeling hungry and up 4 it now call 08718730555 just 10p min to stop texts call 08712460324 10p min 
ham,ok no wahala just remember that a friend in need PUNCT 
ham,I will see in half an hour
ham,im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ sounds like insects being molested someone plumbing remixed by evil men on acid
ham, hey sorry I didntgive ya a a bellearlier hunny
ham,SERIOUSLY TELL HER THOSE EXACT WORDS RIGHT NOW
spam,can U get 2 phone NOW I wanna chat 2 set up meet call me NOW on 09096102316 U can cum here 2moro luv JANE xx Callså 1 minmoremobsEMSPOBox45PO139WA
ham,tee hee off to lecture cheery bye bye
ham,sorry chikku my cell got some problem thts y i was nt able to reply u or msg u PUNCT 
ham,if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
ham,ok PUNCT 
spam,network operator the service is free for T C s visit 80488biz
ham,let me know how to contact you I ve you settled in a room lets know you are ok
ham,wot u up 2 u weirdo
ham,can do lor PUNCT 
ham,dont put your phone on silent mode ok
ham,can i meet Ì at 5 PUNCT as 4 where depends on where Ì wan 2 in lor PUNCT 
ham,waiting 4 my tv show 2 start lor PUNCT U leh still busy doing ur report
ham,oh ho is this the first time u use these type of words
ham,am I the only one who doesn t stalk profiles
ham,ever green quote ever told by jerry in cartoon A person who irritates u always is the one who loves u vry much but fails to express it PUNCT gud nyt 
ham,yes i thought so thanks
ham,but if shes drinkin i m ok
ham,just wondering the others just took off
ham,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng
ham,what do you do my dog must I always wait till the end of your day to have word from you did you run out of time on your cell already
ham,happy new year to u too
ham,hey PUNCT great deal PUNCT farm tour 9am to 5pm 95 pax 50 deposit by 16 may
ham,eat jap done oso aft ur lect wat PUNCT ÌÏ got lect at 12 rite PUNCT 
ham,hey babe I saw you came online for a second and then you disappeared what happened 
ham,da my birthdate in certificate is in april but real date is today but dont publish it I shall give you a special treat if you keep the secret any way thanks for the wishes
ham,happy birthday PUNCT may all ur dreams come true PUNCT 
ham,aiyah u did ok already lar E nydc at wheellock
ham,TELL HER I SAID EAT SHIT
ham,sure I am driving but will reach my destination soon
ham,K so am I how much for an 8th fifty
ham,your daily text from me ÛÒ a favour this time
ham,great to hear you are settling well so what s happenin wit ola
ham,those cocksuckers if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
ham,I tot u reach liao he said t shirt
ham,FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX PS THIS IS MY DADS FONE NO CREDIT
ham,I cant pick the phone right now pls send a message
ham,your right I ll make the appointment right now
ham,designation is software developer and may be she get chennai 
spam,enjoy the jamster videosound gold club with your credits for 2 new videosounds 2 logos musicnews get more fun from jamstercouk 16 only help call 09701213186
spam,get 3 lions england tone reply lionm 4 mono or lionp 4 poly 4 more go 2 wwwringtonescouk the original n best tones 3GBP network operator rates apply
ham,I jokin oni lar PUNCT ÌÏ busy then i wun disturb Ì 
ham,ok be careful don t text and drive 
ham,ill always be there even if its just in spirit ill get a bb soon just trying to be sure i need it
ham,U r too much close to my heart if u go away i will be shattered plz stay with me
ham,I love u 2 babe R u sure everything is alrite is he being an idiot txt bak girlie
ham,how abt making some of the pics bigger
ham,got but got 2 colours lor one colour is quite light n e other is darker lor actually i m done she s styling my hair now
ham,whenevr ur sad whenevr ur gray remembr im here 2 listn 2 watevr u wanna say jus walk wid me a little while amp I promise I ll bring back ur smile 
ham,why nothing ok anyway give me treat
spam,win the newest ÛÏHarry potter and the order of the phoenix book 5 reply HARRY answer 5 questions chance to be the first among readers
ham,ok PUNCT 
ham,correct so how was work today
ham,just sent again do you scream and moan in bed princess
ham,I wake up long ago already PUNCT dunno what other thing
ham,oh just getting even with u PUNCT u
ham,I thk 50 shd be ok he said plus minus 10 PUNCT did Ì leave a line in between paragraphs
ham,can you call me plz your number shows out of coveragd area I have urgnt call in vasai amp have to reach before 4 o clock so call me plz
ham,yeah jay s sort of a fucking retard
ham,sorry was in the bathroom sup
spam,ur balance is now å 500 ur next question is who sang uptown girl in the 80 s 2 answer txt ur ANSWER to 83600 good luck
ham,my exam is for february 4 wish you a great day
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me
ham,aight no rush I ll ask jay
ham,good morning plz call me sir
ham,it s ok lar U sleep early too PUNCT nite PUNCT 
ham,oh PUNCT icic PUNCT K lor den meet other day PUNCT 
ham,oh A half hour is much longer in syria than canada eh wow you must get SO much more work done in a day than us with all that extra time grins 
ham,sometimes we put walls around our hearts not just to be safe from getting hurt PUNCT but to find out who cares enough to break the walls amp get closer PUNCT GOODNOON 
ham,sweet we may or may not go to 4U to meet carlos so gauge patty s interest in that
ham,then she buying today ÌÏ no need to c meh PUNCT 
ham,aight sorry I take ten years to shower what s the plan
ham,every monday PUNCT nxt week vl be completing PUNCT 
ham,might ax well im there
ham,just chill for another 6hrs if you could sleep the pain is not a surgical emergency so see how it unfolds okay
ham,yeah I ll try to scrounge something up
ham,crazy ar he s married ÌÏ like gd looking guys not me my frens like say he s korean leona s fave but i dun thk he is aft some thinking mayb most prob i ll go
ham,were somewhere on fredericksburg
ham,que pases un buen tiempo or something like that
ham,is it ok if I stay the night here xavier has a sleeping bag and I m getting tired
ham,she doesnt need any test
ham,nothing much chillin at home any super bowl plan
spam,FREE2DAY sexy st george s day pic of jordantxt PIC to 89080 dont miss out then every wk a saucy celeb4 more pics c pocketbabecouk 0870241182716 å 3 wk
ham,bugis oso near wat PUNCT 
ham,yo theres no class tmrw right
ham,let ur heart be ur compass ur mind ur map ur soul ur guide and U will never loose in world PUNCT gnun sent via WAY2SMSCOM
ham,goodnight sleep well da please take care pa please
ham,baaaaabe I misss youuuuu where are you I have to go and teach my class at 5 PUNCT 
ham,convey my regards to him
ham,U ned to convince him tht its not possible witot hurting his feeling its the main
ham,good afternoon loverboy how goes you day any luck come your way I think of you sweetie and send my love across the sea to make you smile and happy
ham,if i start sending blackberry torch to nigeria will you find buyer for melike 4a month and tell dad not to buy bb from anyone oh
ham, lt gt of pple marry with their lovers PUNCT becz they hav gud undrstndng dat avoids problems i sent dis 2 u u wil get gud news on friday by d person you like and tomorrow will be the best day of your life dont break this chain if you break you will suffer send this to lt gt frnds in lt gt mins whn u read PUNCT 
ham,yo dude guess who just got arrested the other day
ham,shuhui say change 2 suntec steamboat U noe where where r u now
ham,what does the dance river do
ham,yetunde i m sorry but moji and i seem too busy to be able to go shopping can you just please find some other way to get what you wanted us to get please forgive me you can reply free via yahoo messenger
ham,hey i will be really pretty late PUNCT you want to go for the lesson first I will join you I m only reaching tp mrt
spam,HOT LIVE FANTASIES call now 08707509020 just 20p per min NTT ltd PO box 1327 croydon CR9 5WB 0870 PUNCT k
ham,bbq this sat at mine from 6ish ur welcome 2 come
ham,I don t know same thing that s wrong everyso often he panicks starts goin on bout not bein good enough Û 
ham,alright I m out have a good night
ham,did you try making another butt
ham,hope you are feeling great pls fill me in abiola
ham,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok
ham,1 go to write msg 2 put on dictionary mode 3 cover the screen with hand 4 press lt gt 5 gently remove ur hand PUNCT its interesting PUNCT 
spam,bears pic nick and tom pete and PUNCT dick in fact all types try gay chat with photo upload call 08718730666 10p min 2 stop texts call 08712460324
spam,500 new mobiles from 2004 MUST GO txt NOKIA to no 89545 collect yours todayFrom ONLY å 1 www4 tcbiz 2optout 08718726270150gbp mtmsg18 TXTAUCTION
ham,we re finally ready fyi
ham,auntie huai juan never pick up her phone
spam,double mins double txt 1 2 price linerental on latest orange bluetooth mobiles call MobileUpd8 for the very latest offers 08000839402 or call2optout LF56
ham,ya tel wats ur problem PUNCT 
spam,no 1 nokia tone 4 ur mob every week just txt NOK to 87021 1st tone FREE so get txtin now and tell ur friends 150p tone 16 reply HL 4info
ham,i dnt wnt to tlk wid u
ham,we spend our days waiting for the ideal path to appear in front of us PUNCT but what we forget is PUNCT paths are made by walking PUNCT not by waiting PUNCT goodnight 
ham,its ok my arm is feeling weak cuz i got a shot so we can go another time
ham,please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve PUNCT i already see in net PUNCT no ticket available PUNCT i want to book ticket through tackle PUNCT 
ham,storming msg wen u lift d phne u say HELLO do u knw wt is d real meaning of HELLO PUNCT it s d name of a girl PUNCT yes PUNCT and u knw who is dat girl PUNCT margaret hello she is d girlfrnd f grahmbell who invnted telphone PUNCT moral one can 4get d name of a person
ham,that s ok I popped in to ask bout something and she said you d been in are you around tonght wen this girl comes
ham,all e best 4 ur exam later
ham,hope ur head doesn t hurt 2 much am ploughing my way through a pile of ironing staying in with a chinky tonight come round if you like
ham,oh ki think most of wi and nz players unsold
ham,haha PUNCT where got so fast lose weight thk muz go 4 a month den got effect PUNCT gee later we go aust put bk e weight
ham,I wonder how you got online my love had you gone to the net cafe did you get your phone recharged were you on a friends net I think of you boytoy
ham,haha just kidding papa needs drugs
ham,thk shld b can PUNCT ya i wana go 4 lessons PUNCT haha can go for one whole stretch PUNCT 
ham,oh ok PUNCT 
ham,R we still meeting 4 dinner tonight
ham,thats cool I am a gentleman and will treat you with dignity and respect
ham,shall i start from hear
ham,then we wait 4 u lor PUNCT no need 2 feel bad lar PUNCT 
ham,no did you check I got his detailed message now
ham,you have registered sinco as payee log in at icicibankcom and enter URN lt gt to confirm beware of frauds do NOT share or disclose URN to anyone
ham,no I decided that only people who care about stuff vote and caring about stuff is for losers
ham,kaiez PUNCT enjoy ur tuition PUNCT gee PUNCT thk e second option sounds beta PUNCT I ll go yan jiu den msg u PUNCT 
ham,you have registered sinco as payee log in at icicibankcom and enter URN lt gt to confirm beware of frauds do NOT share or disclose URN to anyone
ham,cool we will have fun practicing making babies
ham,actually getting ready to leave the house
ham,K PUNCT k PUNCT any special today
spam,URGENT IMPORTANT INFORMATION FOR O2 USER TODAY IS YOUR LUCKY DAY 2 FIND OUT WHY LOG ONTO HTTP WWWURAWINNERCOM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU
ham,then we gotta do it after that
ham,I ve got ten bucks jay is being noncomittal
ham,where at were hungry too
ham,pls speak to that customer machan
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true PUNCT goodnite amp sweet dreams
ham,wen ur lovable bcums angry wid u dnt take it seriously PUNCT coz being angry is d most childish n true way of showing deep affection care n luv PUNCT kettoda manda PUNCT have nice day da
spam,dear U ve been invited to XCHAT this is our final attempt to contact u txt CHAT to 86688 150p msgrcvdhg Suite342 2Lands row W1J6HL LDN 18 yrs
ham,so wats ur opinion abt him and how abt is character
ham,jay is snickering and tells me that x is totally fucking up the chords as we speak
ham,no PUNCT few hours beforewent to hair cut 
ham,no wonder PUNCT cos i dun rem seeing a silver car PUNCT but i thk i saw a black one PUNCT 
ham,lmao take a pic and send it to me
ham, speak only when you feel your words are better than the silence PUNCT gud mrng 
ham,no she s currently in scotland for that
ham,do you work all this week 
spam,congratulations ur awarded either å 500 of CD gift vouchers free entry 2 our å 100 weekly draw txt MUSIC to 87066 tncs wwwLdewcom 1 win150ppmx3age16
ham,lol great now im getting hungry
ham,yes PUNCT now only saw your message PUNCT 
ham,I ll be at mu in like lt gt seconds
ham,ok PUNCT 
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION IS FRAN STILL WITH BOYF IVE GOTTA INTERVIW 4 EXETER BIT worriedx
ham,tell you what if you make a little spreadsheet and track whose idea it was to smoke to determine who smokes too much for the entire month of february
spam,for sale arsenal dartboard good condition but no doubles or trebles
ham,don t look back at the building because you have no coat and i don t want you to get more sick just hurry home and wear a coat to the gym PUNCT 
ham,my painful personal thought I always try to keep everybody happy all the time but nobody recognises me when i am alone 
ham,thanks for ve lovely wisheds you rock
ham,you intrepid duo you have a great time and see you both soon
ham,I asked sen to come chennai and search for job
ham,dad went out oredi PUNCT 
ham,I jus hope its true that missin me cos i m really missin him you haven t done anything to feel guilty about yet
ham,wat so late still early mah or we juz go 4 dinner lor aiya i dunno PUNCT 
ham,arms fine how s cardiff and uni
ham,in fact when do you leave I think addie goes back to school tues or wed
ham,cool breeze PUNCT bright sun PUNCT fresh flower PUNCT twittering birds PUNCT all these waiting to wish u GOODMORNING amp HAVE A NICE DAY 
ham,ya going for restaurant PUNCT 
ham,its ok i just askd did u knw tht no
spam,free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å 250 cash every wk txt POD to 84128 ts cs wwwtextpodnet custcare 08712405020
ham,those ducking chinchillas
ham,I am in a marriage function
ham,looks like u wil b getting a headstart im leaving here bout 230ish but if u r desperate for my company I could head in earlier we were goin to meet in rummer
ham,don Û t give a flying monkeys wot they think and I certainly don Û t mind any friend of mine and all that
spam,as a registered optin subscriber ur draw 4 å 100 gift voucher will be entered on receipt of a correct ans to 80062 whats No1 in the BBC charts
ham,say thanks2
ham,msg me when rajini comes
ham,ya when are Ì taking ure practical lessons I start in june PUNCT 
ham,that s good because I need drugs
ham,stupidits not possible
ham,can Ì all decide faster cos my sis going home liao PUNCT 
spam,summers finally here fancy a chat or flirt with sexy singles in yr area to get MATCHED up just reply SUMMER now free 2 join optout txt STOP Help08714742804
ham,U sleeping now PUNCT or you going to take haha PUNCT I got spys wat PUNCT me online checking n replying mails lor PUNCT 
spam,CLAIRE here am havin borin time am now alone U wanna cum over 2nite chat now 09099725823 hope 2 C U luv CLAIRE xx Callså 1 minmoremobsEMSPOBox45PO139WA
ham,fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose u lose if u win u still lose
spam,bought one ringtone and now getting texts costing 3 pound offering more tones etc
ham,yalru lyfu astne chikku PUNCT bt innu mundhe lyf ali halla ke bilo marriage program edhae so lyf is nt yet ovr chikku PUNCT ali vargu lyfu meow meow D
ham,kinda first one gets in at twelve aah speak tomo
spam,09066362231 URGENT your mobile no 07xxxxxxxxx won a å 2 000 bonus caller prize on 02 06 03 this is the 2nd attempt to reach YOU call 09066362231 ASAP
ham,ok good then i later come find Ì PUNCT C lucky i told Ì to go earlier PUNCT later pple take finish Ì no more again PUNCT 
ham,wat makes u thk i ll fall down but actually i thk i m quite prone 2 falls lucky my dad at home i ask him come n fetch me already
spam,YOU 07801543489 are guaranteed the latests nokia phone a 40GB iPod MP3 player or a å 500 prize txt word COLLECT to no 83355 TC LLC NY USA 150p mt msgrcvd18 
ham,your account has been refilled successfully by INR lt DECIMAL gt your keralacircle prepaid account balance is rs lt DECIMAL gt your transaction ID is KR lt gt 
ham,I wont touch you with out your permission
spam,hi its LUCY hubby at meetins all day fri I will B alone at hotel U fancy cumin over pls leave msg 2day 09099726395 lucy x Callså 1 minMobsmoreLKPOBOX177HP51FL
ham,7 wonders in my WORLD 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur SMS and 1st ur lovely friendship PUNCT good morning dear 
ham,take some small dose tablet for fever
ham,oh U must have taken your REAL valentine out shopping first
ham,just sent you an email ÛÒ to an address with incomm in it is that right
ham,will do you gonna be at blake s all night I might be able to get out of here a little early
ham,friendship is not a game to play it is not a word to say it doesn t start on march and ends on may it is tomorrow yesterday today and e
ham,nice wait PUNCT should you be texting right now I m not gonna pay your ticket ya know
ham,I m watching lotr w my sis dis aft so u wan 2 meet me 4 dinner at nite a not
ham,why you keeping me away like this
ham,I think its far more than that but find out check google maps for a place from your dorm
ham,my trip was ok but quite tiring lor uni starts today but it s ok 4 me cos i m not taking any modules but jus concentrating on my final yr project
ham,have you always been saying welp
ham,I m a guy browsin is compulsory
ham,ok PUNCT 
ham,purity of friendship between two is not about smiling after reading the forwarded message PUNCT its about smiling just by seeing the name gud evng musthu
ham,sorry I ll call later
ham, I should add that I don t really care and if you can t I can at least get this dude to fuck off but hey your money if you want it 
ham,hello lover how goes that new job are you there now are you happy do you think of me I wake my slave and send you a teasing kiss from across the sea
ham,I told your number to gautham PUNCT 
ham,tell them no need to investigate about me anywhere
ham,ok i juz receive PUNCT 
ham,cant believe i said so many things to you this morning when all i really wanted to say was good morning i love you have a beautiful morning see you in the library later
spam,your account has been credited with 500 FREE text messages to activate just txt the word CREDIT to no 80488 T cs www80488biz
ham,in the end she might still vomit but its okay not everything will come out
ham,how are you with moneY PUNCT as in to you PUNCT money aint a thing PUNCT how are you sha
ham,it has everything to do with the weather keep extra warm its a cold but nothing serious pls lots of vitamin c
ham,hey gals PUNCT anyone of u going down to e driving centre tmr
ham,I m always on yahoo messenger now just send the message to me and ill get it you may have to send it in the mobile mode sha but ill get it and will reply
ham,I m putting it on now it should be ready for lt TIME gt 
ham,time n smile r the two crucial things in our life sometimes time makes us to forget smile and sometimes someone s smile makes us to forget time gud noon
spam,SMS ac jsco energy is high but u may not know where 2channel it 2day ur leadership skills r strong psychic reply ANS w question end reply END JSCO
ham,host based IDPS for linux systems
spam,HOT LIVE FANTASIES call now 08707509020 just 20p per min NTT ltd PO box 1327 croydon CR9 5WB 0870 is a national rate call
ham,don no da whats you plan
ham,ill be there on lt gt ok
ham,oh my god I m almost home
ham,total video converter free download type this in google search 
spam,thanks for the vote now sing along with the stars with karaoke on your mobile for a FREE link just reply with SING now
ham,wen ur lovable bcums angry wid u dnt take it seriously PUNCT coz being angry is d most childish n true way of showing deep affection care n luv PUNCT kettoda manda PUNCT have nice day da
ham,sounds like something that someone testing me would sayy
ham,when u love someone dont make them to love u as much as u do but love them so much that they dont want to be loved by anyone except you PUNCT gud nit
ham,pete is this your phone still its jenny from college and leannewhat are you up to now 
ham,oops sorry just to check that you don t mind picking me up tomo at half eight from station would that be ok
ham,hey sweet I was wondering when you had a moment if you might come to me I want to send a file to someone but it won t go over yahoo for them because their connection sucks remember when you set up that page for me to go to and download the format disc could you tell me how to do that or do you know some other way to download big files because they can download stuff directly from the internet any help would be great my prey PUNCT teasing kiss 
ham,hows the champ just leaving glasgow
ham,K all the best congrats PUNCT 
ham,I wonder if you ll get this text
ham,I need to come home and give you some good lovin PUNCT 
spam,our brand new mobile music service is now live the free music player will arrive shortly just install on your phone to browse content from the top artists
ham,shall i ask one thing if you dont mistake me
ham,check wid corect speling ie sarcasm
spam,URGENT your mobile no was awarded a å 2 000 bonus caller prize on 1 08 03 this is our 2nd attempt to contact YOU call 0871 4719 523 BOX95QU BT national rate
ham,are you angry with me what happen dear
ham,I thk u dun haf 2 hint in e forum already lor PUNCT cos i told ron n darren is going 2 tell shuhui
ham,yup ok thanx PUNCT 
ham,hi cts employee how are you
ham,pls pls find out from aunt nike
ham,wow PUNCT I love you sooo much you know I can barely stand it I wonder how your day goes and if you are well my love PUNCT I think of you and miss you
ham,no screaming means shouting PUNCT 
ham,hey what happen de are you alright
ham,should I have picked up a receipt or something earlier
ham,I think chennai well settled
ham,oh dang I didn t mean o send that to you lol
ham,unfortunately i ve just found out that we have to pick my sister up from the airport that evening so don t think i ll be going out at all we should try to go out one of th
ham,horrible bf PUNCT I now v hungry PUNCT 
ham,remember on that day PUNCT 
spam,you have won a nokia 7250i this is what you get when you win our FREE auction to take part send nokia to 86021 now HG Suite342 2Lands row W1JHL 16 
ham,how s it feel mr your not my real valentine just my yo valentine even tho u hardly play PUNCT 
ham,all sounds good fingers makes it difficult to type
ham,midnight at the earliest
ham,you re not sure that I m not trying to make xavier smoke because I don t want to smoke after being told I smoke too much
ham,K come to nordstrom when you re done
ham,do u konw waht is rael FRIENDSHIP im gving yuo an exmpel jsut ese tihs msg PUNCT evrey splleing of tihs msg is wrnog PUNCT bt sitll yuo can raed it wihtuot ayn mitsake PUNCT GOODNIGHT amp HAVE A NICE SLEEP PUNCT SWEET DREAMS PUNCT 
ham,now press conference da 
spam,hello from orange for 1 month s free access to games news and sport plus 10 free texts and 20 photo messages reply YES terms apply wwworangecouk ow
ham,after completed degree there is no use in joining finance
ham,good afternoon my love any job prospects are you missing me what do you do are you being lazy and bleak hmmm or happy and filled with my love 
ham,shant disturb u anymore PUNCT jia you PUNCT 
ham,bishan lar nearer PUNCT no need buy so early cos if buy now i gotta park my car PUNCT 
ham,me i dont know again oh
ham,dude sux for snake he got old and raiden got buff
ham,he says hi and to get your ass back to south tampa preferably at a kegger 
ham,in e msg jus now U said thanks for gift
ham,U too PUNCT 
ham,ok how you dear did you call chechi
ham,yeah we do totes when u wanna
ham,ok i found dis pierre cardin one which looks normal costs 20 its on sale
ham,good sleep is about rhythm the person has to establish a rhythm that the body will learn and use if you want to know more 
ham,wat r u doing
ham,message from I am at truro hospital on ext you can phone me here as I have a phone by my side
ham,single line with a big meaning miss anything 4 ur best life but
ham,just got some gas money any chance you and the gang want to go on a grand nature adventure
ham,dnt worry PUNCT use ice pieces in a cloth packalso take 2 tablets
ham,dude just saw a parked car with its sunroof popped up sux
ham,get ready to put on your excellent sub face 
ham,tmrw im finishing 9 doors
ham,the lt gt g that i saw a few days ago the guy wants sell wifi only for lt gt and with 3g for lt gt that s why i blanked him
ham,I am late I will be there at
ham,whatever im pretty pissed off
ham,today is ACCEPT DAY PUNCT U accept me as brother sister lover Dear1 Best1 Clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy
ham,I dont have that much image in class
ham,no i got rumour that you going to buy apartment in chennai 
ham,near kalainar tv officethenampet
spam,ur cash balance is currently 500 pounds to maximize ur cash in now send GO to 86688 only 150p msg CC 08718720201 HG Suite342 2Lands row W1J6HL
spam,SMS AUCTION A BRAND NEW nokia 7250 is up 4 auction today auction is FREE 2 join take part txt NOKIA to 86021 now HG Suite342 2Lands row W1J6HL
ham,my sis is catching e show in e afternoon so i m not watching w her so c u wan 2 watch today or tmr lor
ham,sounds gd PUNCT haha PUNCT can PUNCT wah u yan jiu so fast liao PUNCT 
ham,no to be nosy I guess idk am I over reacting if I m freaked
ham,remember all those whom i hurt during days of satanic imposter in meneed to pay a price so be itmay destiny keep me going and as u said pray that i get the mind to get over the same
ham,how to make a girl happy it s not at all difficult to make girls happy U only need to be PUNCT 1 A friend 2 companion 3 lover 4 chef lt gt good listener lt gt organizer lt gt good boyfriend lt gt very clean lt gt sympathetic lt gt athletic lt gt warm lt gt courageous lt gt determined lt gt true lt gt dependable lt gt intelligent lt gt psychologist lt gt pest exterminator lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniye pudunga venaam PUNCT 
ham,why is that princess I bet the brothas are all chasing you
ham,I shall book chez jules for half eight if that s ok with you
ham,hhahhaahahah rofl wtf nig was leonardo in your room or something
ham,yep at derek s house now see you sunday lt 3
ham,it s cool let me know before it kicks off around lt gt I ll be out and about all day
ham,sorry I ll call later
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here that lt gt dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives every dime so for me to expect anything from you is not practical something like that
ham,there are no other charges after transfer charges and you can withdraw anyhow you like
ham,dont search love let love find U thats why its called falling in love bcoz U dont force yourself U just fall and U know there is smeone to hold U PUNCT BSLVYL
ham,at 4 let s go to bill millers
ham,I love you you set my soul on fire it is not just a spark but it is a flame A big rawring flame xoxo
ham,somewhr someone is surely made 4 u and god has decided a perfect time to make u meet dat person till den enjoy ur crushes PUNCT 
ham,that s my honeymoon outfit 
ham,will it help if we propose going back again tomorrow
spam,PRIVATE your 2003 account statement for shows 800 un redeemed S I M points call 08719899230 identifier code 41685 expires 07 11 04
ham,never blame a day in ur life good days give u happiness bad days give u experience both are essential in life all are gods blessings good morning 
ham,pls confirm the time to collect the cheque
spam,as a registered subscriber yr draw 4 a å 100 gift voucher will b entered on receipt of a correct ans when are the next olympics txt ans to 80062
spam,URGENT your mobile number has been awarded with a å 2000 prize GUARANTEED call 09061790121 from land line claim 3030 valid 12hrs only 150ppm
ham,daddy will take good care of you 
ham,yeah probably I still gotta check out with leo
ham,kthen any other special
ham,carlos is taking his sweet time as usual so let me know when you and patty are done want to smoke and I ll tell him to haul ass
ham,ok pa nothing problem 
ham,have you heard about that job I m going to that wildlife talk again tonight if u want2come its that2worzels and a wizzle or whatever it is PUNCT 
ham,god picked up a flower and dippeditinaDEW lovingly touched itwhichturnedinto u and the he gifted tomeandsaid THIS FRIEND IS 4U
ham,when you came to hostel
ham,ok no prob PUNCT I ll come after lunch then PUNCT 
ham,jus telling u dat i ll b leaving 4 shanghai on 21st instead so we ll haf more time 2 meet up cya PUNCT 
ham,are your freezing are you home yet will you remember to kiss your mom in the morning do you love me do you think of me are you missing me yet 
ham,you all ready for big day tomorrow
ham,I ll probably be around mu a lot
ham,645
spam,RT king pro video club need help info ringtonekingcouk or call 08701237397 you must be 16 club credits redeemable at wwwringtonekingcouk enjoy
ham,thnx dude u guys out 2nite
ham,me sef dey laugh you meanwhile how s my darling anjie
ham,mm i had my food da from out
ham,K makes sense btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas
ham,did u download the fring app
ham,the 2 oz guy is being kinda flaky but one friend is interested in picking up lt gt worth tonight if possible
ham,friends that u can stay on fb chat with
ham,fuck babe I miss you sooooo much PUNCT I wish you were here to sleep with me PUNCT my bed is so lonely PUNCT I go now to sleep PUNCT to dream of you my love PUNCT 
ham,living is very simple PUNCT loving is also simple PUNCT laughing is too simple PUNCT winning is tooo simple PUNCT but being SIMPLE is very difficult PUNCT gud nte 
spam,U have a secret admirer who is looking 2 make contact with U find out who they R reveal who thinks UR so special call on 09058094599
ham,ah well that confuses things doesn Û t it
spam,500 free text msgs just text ok to 80488 and we ll credit your account
ham,hi dear call me its urgnt I don t know whats your problem you don t want to work or if you have any other problem at least tell me wating for your reply
ham,dear how you are you ok
spam,you have been selected to stay in 1 of 250 top british hotels FOR NOTHING holiday worth å 350 to claim call london 02072069400 bx 526 SW73SS
ham,yes princess I want to make you happy PUNCT 
ham,sounds like you have many talents would you like to go on a dinner date next week
ham,I am going to film 2day da at 6pm sorry da
ham,we not watching movie already xy wants 2 shop so i m shopping w her now
ham,hello my little party animal I just thought I d buzz you as you were with your friends PUNCT grins PUNCT reminding you were loved and send a naughty adoring kiss
ham,yesterday its with me only now am going home
spam,eerie nokia tones 4u rply TONE TITLE to 8007 eg TONE DRACULA to 8007 titles GHOST ADDAMSFA MUNSTERS EXORCIST TWILIGHT wwwgetzedcouk POBox36504W45WQ 150p
ham,you have come into my life and brought the sun PUNCT shiny down on me warming my heart putting a constant smile on my face PUNCT making me feel loved and cared for
ham,no shit but I wasn t that surprised so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn t let him fuck me
spam,0A NETWORKS allow companies to bill for SMS so they are responsible for their suppliers 
ham,great comedy PUNCT cant stop laughing da 
